locus_tag	ftype	length_bp	gene	EC_number	COG	product
FDGAGDLB_01525	CDS	702	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
FDGAGDLB_01526	CDS	912	dmlR_6			HTH-type transcriptional regulator DmlR
FDGAGDLB_01527	CDS	771				hypothetical protein
FDGAGDLB_01528	CDS	933	cmpR			HTH-type transcriptional activator CmpR
FDGAGDLB_01529	CDS	177				hypothetical protein
FDGAGDLB_01530	CDS	450				hypothetical protein
FDGAGDLB_01531	CDS	819				hypothetical protein
FDGAGDLB_01532	CDS	1368	srpC_2		COG2059	putative chromate transport protein
FDGAGDLB_01533	CDS	1578	aldH	1.2.1.4		NADP-dependent fatty aldehyde dehydrogenase
FDGAGDLB_01534	CDS	732	rspR_3		COG1802	HTH-type transcriptional repressor RspR
FDGAGDLB_01535	CDS	1086	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
FDGAGDLB_01536	CDS	1317				hypothetical protein
FDGAGDLB_01537	CDS	858				hypothetical protein
FDGAGDLB_01538	CDS	837				hypothetical protein
FDGAGDLB_01539	CDS	759	hyuA	5.1.99.5		Hydantoin racemase
FDGAGDLB_01540	CDS	738	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
FDGAGDLB_01541	CDS	834				hypothetical protein
FDGAGDLB_01542	CDS	945				hypothetical protein
FDGAGDLB_01543	CDS	552				hypothetical protein
FDGAGDLB_01544	CDS	1524				hypothetical protein
FDGAGDLB_01545	CDS	1599	ywrD_2	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
FDGAGDLB_01546	CDS	855	mdoG_1			Glucans biosynthesis protein G
FDGAGDLB_01547	CDS	1008	mdoG_2		COG3131	Glucans biosynthesis protein G
FDGAGDLB_01548	CDS	2130	opgH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
FDGAGDLB_01549	CDS	480				hypothetical protein
FDGAGDLB_01550	CDS	894	ycdF_1	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
FDGAGDLB_01551	CDS	807	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
FDGAGDLB_01552	CDS	531				hypothetical protein
FDGAGDLB_01553	CDS	1785	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
FDGAGDLB_01554	CDS	2337	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
FDGAGDLB_01555	CDS	1137	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
FDGAGDLB_01556	CDS	405				hypothetical protein
FDGAGDLB_01557	CDS	1692	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FDGAGDLB_01558	CDS	1305	fadL		COG2067	Long-chain fatty acid transport protein
FDGAGDLB_01559	CDS	666				hypothetical protein
FDGAGDLB_01560	CDS	297				hypothetical protein
FDGAGDLB_01561	CDS	606				hypothetical protein
FDGAGDLB_01562	CDS	234				hypothetical protein
FDGAGDLB_01563	CDS	630	leuE		COG1280	Leucine efflux protein
FDGAGDLB_01564	CDS	1227	yycB		COG2807	putative transporter YycB
FDGAGDLB_01565	CDS	168				hypothetical protein
FDGAGDLB_01566	CDS	2067	hemR		COG1629	Hemin receptor
FDGAGDLB_01567	CDS	1074	hemS		COG3720	Hemin transport protein HemS
FDGAGDLB_01568	CDS	858	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
FDGAGDLB_01569	CDS	1068	hmuU_2		COG0609	Hemin transport system permease protein HmuU
FDGAGDLB_01570	CDS	816	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
FDGAGDLB_01571	CDS	1707				hypothetical protein
FDGAGDLB_01572	CDS	963	gcvA_5			Glycine cleavage system transcriptional activator
FDGAGDLB_01573	CDS	1188	dauA_1	1.4.99.6		FAD-dependent catabolic D-arginine dehydrogenase DauA
FDGAGDLB_01574	CDS	1317	davT	2.6.1.48	COG0160	5-aminovalerate aminotransferase DavT
FDGAGDLB_01575	CDS	1500	gabD_2	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)]
FDGAGDLB_01576	CDS	396				hypothetical protein
FDGAGDLB_01577	CDS	876				hypothetical protein
FDGAGDLB_01578	CDS	606	sodB	1.15.1.1	COG0605	Superoxide dismutase [Mn]
FDGAGDLB_01579	CDS	306				hypothetical protein
FDGAGDLB_01580	CDS	648	thiE_2	2.5.1.3	COG0352	Thiamine-phosphate synthase
FDGAGDLB_01581	CDS	810	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
FDGAGDLB_01582	CDS	2388	yhgF		COG2183	Protein YhgF
FDGAGDLB_01583	CDS	264				hypothetical protein
FDGAGDLB_01584	CDS	702				hypothetical protein
FDGAGDLB_01585	CDS	315				hypothetical protein
FDGAGDLB_01586	CDS	2295	ydeP		COG0243	Protein YdeP
FDGAGDLB_01587	CDS	666	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
FDGAGDLB_01588	CDS	1347	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
FDGAGDLB_01589	CDS	1014	wecA	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
FDGAGDLB_01590	CDS	1992	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
FDGAGDLB_01591	CDS	1407			COG5383	putative protein
FDGAGDLB_01592	CDS	324				hypothetical protein
FDGAGDLB_01593	CDS	414				hypothetical protein
FDGAGDLB_01594	CDS	366				hypothetical protein
FDGAGDLB_01595	CDS	1578	purH		COG0138	Bifunctional purine biosynthesis protein PurH
FDGAGDLB_01596	CDS	1461	lapB_2			Lipopolysaccharide assembly protein B
FDGAGDLB_01597	CDS	1551				hypothetical protein
FDGAGDLB_01598	CDS	729				hypothetical protein
FDGAGDLB_01599	CDS	945	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
FDGAGDLB_01600	CDS	1059	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
FDGAGDLB_01601	CDS	1005	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
FDGAGDLB_01602	CDS	279			COG2350	putative protein
FDGAGDLB_01603	CDS	414				hypothetical protein
FDGAGDLB_01604	CDS	336				hypothetical protein
FDGAGDLB_01605	CDS	825				hypothetical protein
FDGAGDLB_01606	CDS	1233	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FDGAGDLB_01607	CDS	1032				hypothetical protein
FDGAGDLB_01608	CDS	516	infC			Translation initiation factor IF-3
FDGAGDLB_01609	CDS	405	afsQ1			Transcriptional regulatory protein AfsQ1
FDGAGDLB_01610	CDS	960				hypothetical protein
FDGAGDLB_01611	CDS	198	rpmI		COG0291	50S ribosomal protein L35
FDGAGDLB_01612	CDS	357	rplT		COG0292	50S ribosomal protein L20
FDGAGDLB_01613	CDS	1071	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
FDGAGDLB_01614	CDS	2409	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
FDGAGDLB_01615	CDS	474				hypothetical protein
FDGAGDLB_01616	CDS	2049	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
FDGAGDLB_01617	CDS	183				hypothetical protein
FDGAGDLB_01618	CDS	1806	lepA	3.6.5.-	COG0481	Elongation factor 4
FDGAGDLB_01619	CDS	462				hypothetical protein
FDGAGDLB_01620	CDS	273				hypothetical protein
FDGAGDLB_01621	CDS	285	ytcD		COG1733	putative HTH-type transcriptional regulator YtcD
FDGAGDLB_01622	CDS	318				hypothetical protein
FDGAGDLB_01623	CDS	795	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FDGAGDLB_01624	CDS	408				hypothetical protein
FDGAGDLB_01625	CDS	1023		1.18.1.2	COG0492	Ferredoxin--NADP reductase
FDGAGDLB_01626	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
FDGAGDLB_01627	CDS	1125	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
FDGAGDLB_01628	CDS	762	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
FDGAGDLB_01629	CDS	3147				hypothetical protein
FDGAGDLB_01630	CDS	3465	addA	3.6.4.12		ATP-dependent helicase/nuclease subunit A
FDGAGDLB_01631	CDS	321	trxA		COG0526	Thioredoxin
FDGAGDLB_01632	CDS	942				hypothetical protein
FDGAGDLB_01633	CDS	3165				hypothetical protein
FDGAGDLB_01634	CDS	942				hypothetical protein
FDGAGDLB_01635	CDS	216				hypothetical protein
FDGAGDLB_01636	CDS	210				hypothetical protein
FDGAGDLB_01637	CDS	2460	ftsK		COG1674	DNA translocase FtsK
FDGAGDLB_01638	CDS	1191	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
FDGAGDLB_01639	CDS	1239	amtB_1			Ammonia channel
FDGAGDLB_01640	CDS	1329	amtB_2			Ammonia channel
FDGAGDLB_01641	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II
FDGAGDLB_01642	CDS	1224	ubiL_1	1.14.13.-	COG0654	Ubiquinone hydroxylase UbiL
FDGAGDLB_01643	CDS	666	ompW		COG3047	Outer membrane protein W
FDGAGDLB_01644	CDS	390				hypothetical protein
FDGAGDLB_01645	CDS	189				hypothetical protein
FDGAGDLB_01646	CDS	690	lon2	3.4.21.53	COG0466	Lon protease 2
FDGAGDLB_01647	CDS	921	cnoX		COG3118	Chaperedoxin
FDGAGDLB_01648	CDS	519	proX		COG3760	Prolyl-tRNA editing protein ProX
FDGAGDLB_01649	tRNA	75				tRNA-Gly(gcc)
FDGAGDLB_01650	tRNA	75				tRNA-Gly(gcc)
FDGAGDLB_01651	CDS	642				hypothetical protein
FDGAGDLB_01652	CDS	759	fabI_1	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
FDGAGDLB_01653	CDS	4836	gdh_2	1.4.1.2	COG2902	NAD-specific glutamate dehydrogenase
FDGAGDLB_01654	CDS	639				hypothetical protein
FDGAGDLB_01655	CDS	1164	mdtE			Multidrug resistance protein MdtE
FDGAGDLB_01656	CDS	3180	oqxB12			multidrug efflux RND transporter permease subunit OqxB12
FDGAGDLB_01657	CDS	639				hypothetical protein
FDGAGDLB_01658	CDS	954	htpX_1	3.4.24.-	COG0501	Protease HtpX 
FDGAGDLB_01659	CDS	1653				hypothetical protein
FDGAGDLB_01660	CDS	723	ybhL		COG0670	Inner membrane protein YbhL
FDGAGDLB_01661	CDS	1572				hypothetical protein
FDGAGDLB_01662	CDS	1617	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FDGAGDLB_01663	CDS	2568				hypothetical protein
FDGAGDLB_01664	CDS	747	bceA		COG1136	Bacitracin export ATP-binding protein BceA
FDGAGDLB_01665	CDS	714				hypothetical protein
FDGAGDLB_01666	CDS	111				hypothetical protein
FDGAGDLB_01667	CDS	702				hypothetical protein
FDGAGDLB_01668	CDS	1119				hypothetical protein
FDGAGDLB_01669	CDS	1041	tas		COG0667	Protein tas
FDGAGDLB_01670	CDS	867				hypothetical protein
FDGAGDLB_01671	CDS	624	thpR	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
FDGAGDLB_01672	CDS	783	proC_1	1.5.1.2		Pyrroline-5-carboxylate reductase
FDGAGDLB_01673	CDS	891				hypothetical protein
FDGAGDLB_01674	CDS	495				hypothetical protein
FDGAGDLB_01675	tRNA	90				tRNA-Ser(gga)
FDGAGDLB_01676	CDS	306				hypothetical protein
FDGAGDLB_01677	CDS	1002	qorA_2	1.6.5.5	COG0604	Quinone oxidoreductase 1
FDGAGDLB_01678	CDS	1269				putative protein
FDGAGDLB_01679	CDS	210				hypothetical protein
FDGAGDLB_01680	CDS	915	gcvA_6			Glycine cleavage system transcriptional activator
FDGAGDLB_01681	CDS	2055				hypothetical protein
FDGAGDLB_01682	CDS	1116	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
FDGAGDLB_01683	CDS	1032	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
FDGAGDLB_01684	CDS	1635	yejF		COG4172	putative ABC transporter ATP-binding protein YejF
FDGAGDLB_01685	CDS	696				hypothetical protein
FDGAGDLB_01686	CDS	672	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
FDGAGDLB_01687	CDS	348				hypothetical protein
FDGAGDLB_01688	CDS	1401	pepA_1	3.4.11.10		cytosol aminopeptidase
FDGAGDLB_01689	CDS	675				hypothetical protein
FDGAGDLB_01690	CDS	639				hypothetical protein
FDGAGDLB_01691	CDS	291	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
FDGAGDLB_01692	CDS	762		1.-.-.-		putative oxidoreductase
FDGAGDLB_01693	CDS	954	ribN_3			Riboflavin transporter
FDGAGDLB_01694	CDS	945				hypothetical protein
FDGAGDLB_01695	CDS	993	ribN_4			Riboflavin transporter
FDGAGDLB_01696	CDS	213				hypothetical protein
FDGAGDLB_01697	CDS	462	lrp_5		COG1522	Leucine-responsive regulatory protein
FDGAGDLB_01698	CDS	1959	nhaP2_2		COG3263	K(+)/H(+) antiporter NhaP2
FDGAGDLB_01699	CDS	948				hypothetical protein
FDGAGDLB_01700	CDS	501				hypothetical protein
FDGAGDLB_01701	CDS	663	rhtB_4		COG1280	Homoserine/homoserine lactone efflux protein
FDGAGDLB_01702	CDS	1227	nhaP2_3		COG3263	K(+)/H(+) antiporter NhaP2
FDGAGDLB_01703	CDS	786	suhB_2	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
FDGAGDLB_01704	CDS	786	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
FDGAGDLB_01705	CDS	729				hypothetical protein
FDGAGDLB_01706	CDS	741	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
FDGAGDLB_01707	CDS	771	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
FDGAGDLB_01708	CDS	315	sdpR		COG0640	Transcriptional repressor SdpR
FDGAGDLB_01709	CDS	465				hypothetical protein
FDGAGDLB_01710	CDS	420				hypothetical protein
FDGAGDLB_01711	CDS	1671			COG0840	Methyl-accepting chemotaxis protein
FDGAGDLB_01712	CDS	1869	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
FDGAGDLB_01713	CDS	831				hypothetical protein
FDGAGDLB_01714	CDS	1029	dctP_2		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
FDGAGDLB_01715	CDS	576				hypothetical protein
FDGAGDLB_01716	CDS	1299	dctM_4		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
FDGAGDLB_01717	CDS	465	menI	3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
FDGAGDLB_01718	CDS	1173	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FDGAGDLB_01719	CDS	1188	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
FDGAGDLB_01720	CDS	618	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
FDGAGDLB_01721	CDS	1134	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FDGAGDLB_01722	CDS	624				hypothetical protein
FDGAGDLB_01723	CDS	456				hypothetical protein
FDGAGDLB_01724	CDS	1005	pspF		COG1221	Psp operon transcriptional activator
FDGAGDLB_01725	CDS	675	pspA_2		COG1842	Phage shock protein A
FDGAGDLB_01726	CDS	249	pspB			Phage shock protein B
FDGAGDLB_01727	CDS	612				hypothetical protein
FDGAGDLB_01728	CDS	1377				hypothetical protein
FDGAGDLB_01729	CDS	600				hypothetical protein
FDGAGDLB_01730	CDS	333				hypothetical protein
FDGAGDLB_01731	CDS	1179		3.4.16.4		D-alanyl-D-alanine carboxypeptidase
FDGAGDLB_01732	CDS	459	slyA_2		COG1846	Transcriptional regulator SlyA
FDGAGDLB_01733	CDS	2109	aaeB			p-hydroxybenzoic acid efflux pump subunit AaeB
FDGAGDLB_01734	CDS	204				hypothetical protein
FDGAGDLB_01735	CDS	939	aaeA		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
FDGAGDLB_01736	CDS	879	mcl2	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
FDGAGDLB_01737	CDS	1050	mch	4.2.1.148	COG2030	Beta-methylmalyl-CoA dehydratase
FDGAGDLB_01738	CDS	1146				hypothetical protein
FDGAGDLB_01739	CDS	381	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
FDGAGDLB_01740	CDS	384				hypothetical protein
FDGAGDLB_01741	CDS	1797	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
FDGAGDLB_01742	CDS	783	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
FDGAGDLB_01743	CDS	1704				hypothetical protein
FDGAGDLB_01744	CDS	804				hypothetical protein
FDGAGDLB_01745	CDS	816				hypothetical protein
FDGAGDLB_01746	CDS	513	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
FDGAGDLB_01747	CDS	1020	alc	3.5.3.4		allantoicase
FDGAGDLB_01748	CDS	528	uao			Uric acid degradation bifunctional protein
FDGAGDLB_01749	CDS	915				hypothetical protein
FDGAGDLB_01750	CDS	354	pucM	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
FDGAGDLB_01751	CDS	1497				hypothetical protein
FDGAGDLB_01752	CDS	2397	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
FDGAGDLB_01753	CDS	1050				hypothetical protein
FDGAGDLB_01754	CDS	477	guaD	3.5.4.3	COG0590	Guanine deaminase
FDGAGDLB_01755	CDS	1608	mglA_2	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
FDGAGDLB_01756	CDS	1080				hypothetical protein
FDGAGDLB_01757	CDS	921				hypothetical protein
FDGAGDLB_01758	CDS	1083				Purine-binding protein
FDGAGDLB_01759	CDS	363				hypothetical protein
FDGAGDLB_01760	CDS	534				hypothetical protein
FDGAGDLB_01761	CDS	1170				Methyl-accepting chemotaxis protein
FDGAGDLB_01762	CDS	1038	aphB	3.5.1.-	COG0123	Acetylpolyamine amidohydrolase 2
FDGAGDLB_01763	CDS	819				hypothetical protein
FDGAGDLB_01764	CDS	912	dmlR_7			HTH-type transcriptional regulator DmlR
FDGAGDLB_01765	CDS	1197				hypothetical protein
FDGAGDLB_01766	CDS	984				hypothetical protein
FDGAGDLB_01767	CDS	954	leuO			HTH-type transcriptional regulator LeuO
FDGAGDLB_01768	CDS	1275	amiC_1			Aliphatic amidase expression-regulating protein
FDGAGDLB_01769	CDS	1704				hypothetical protein
FDGAGDLB_01770	CDS	1173				hypothetical protein
FDGAGDLB_01771	CDS	462	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FDGAGDLB_01772	CDS	336	occP_1			Octopine permease ATP-binding protein P
FDGAGDLB_01773	CDS	696	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
FDGAGDLB_01774	CDS	933	ureD			Urease accessory protein UreD
FDGAGDLB_01775	CDS	303	ureA1	3.5.1.5		Urease subunit gamma 1
FDGAGDLB_01776	CDS	306	ureB1	3.5.1.5		Urease subunit beta 1
FDGAGDLB_01777	CDS	1713	ureC1	3.5.1.5		Urease subunit alpha 1
FDGAGDLB_01778	CDS	543	ureE			Urease accessory protein UreE
FDGAGDLB_01779	CDS	711	ureF		COG0830	Urease accessory protein UreF
FDGAGDLB_01780	CDS	621	ureG		COG0378	Urease accessory protein UreG
FDGAGDLB_01781	CDS	447				hypothetical protein
FDGAGDLB_01782	CDS	360				hypothetical protein
FDGAGDLB_01783	CDS	549	bioY_2		COG1268	Biotin transporter BioY
FDGAGDLB_01784	CDS	675	bioM	3.6.3.-	COG1122	Biotin transport ATP-binding protein BioM
FDGAGDLB_01785	CDS	615	bioN		COG0619	Energy-coupling factor transporter transmembrane protein BioN
FDGAGDLB_01786	CDS	858	yeiG	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
FDGAGDLB_01787	CDS	1125	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
FDGAGDLB_01788	CDS	876	dmlR_8			HTH-type transcriptional regulator DmlR
FDGAGDLB_01789	CDS	186				hypothetical protein
FDGAGDLB_01790	CDS	786	bdhA_1	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
FDGAGDLB_01791	CDS	1632	tyrR			Transcriptional regulatory protein TyrR
FDGAGDLB_01792	CDS	1224	mdeA	4.4.1.11		L-methionine gamma-lyase
FDGAGDLB_01793	CDS	936				hypothetical protein
FDGAGDLB_01794	CDS	2427	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
FDGAGDLB_01795	CDS	144				hypothetical protein
FDGAGDLB_01796	CDS	1158				hypothetical protein
FDGAGDLB_01797	CDS	1017	ybiC	1.5.1.49	COG2055	Delta(1)-pyrroline-2-carboxylate reductase 2
FDGAGDLB_01798	CDS	924	yrbG_1		COG0530	Inner membrane protein YrbG
FDGAGDLB_01799	CDS	717				hypothetical protein
FDGAGDLB_01800	CDS	339				hypothetical protein
FDGAGDLB_01801	CDS	894	htpX_2	3.4.24.-	COG0501	Protease HtpX 
FDGAGDLB_01802	CDS	2484	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FDGAGDLB_01803	CDS	1305	prsE_4			Type I secretion system membrane fusion protein PrsE
FDGAGDLB_01804	CDS	22833				hypothetical protein
FDGAGDLB_01805	CDS	999	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
FDGAGDLB_01806	CDS	150				hypothetical protein
FDGAGDLB_01807	CDS	156				hypothetical protein
FDGAGDLB_01808	CDS	1056		3.6.-.-	COG1703	putative GTPase
FDGAGDLB_01809	CDS	2157	mutB	5.4.99.2	COG1884	putative methylmalonyl-CoA mutase large subunit
FDGAGDLB_01810	CDS	2049	mutA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase small subunit
FDGAGDLB_01811	CDS	423	exaE			Transcriptional activator protein ExaE
FDGAGDLB_01812	CDS	891	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
FDGAGDLB_01813	CDS	480	decR		COG1522	DNA-binding transcriptional activator DecR
FDGAGDLB_01814	CDS	1005				hypothetical protein
FDGAGDLB_01815	CDS	321				hypothetical protein
FDGAGDLB_01816	CDS	1224	cheB_3	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
FDGAGDLB_01817	CDS	1266				hypothetical protein
FDGAGDLB_01818	CDS	1275				hypothetical protein
FDGAGDLB_01819	CDS	1230	argJ			Arginine biosynthesis bifunctional protein ArgJ
FDGAGDLB_01820	CDS	858	cbf2	5.2.1.8	COG0760	Putative peptidyl-prolyl cis-trans isomerase Cbf2
FDGAGDLB_01821	CDS	1152				hypothetical protein
FDGAGDLB_01822	CDS	1116				hypothetical protein
FDGAGDLB_01823	CDS	2700	secA		COG0653	Protein translocase subunit SecA
FDGAGDLB_01824	CDS	891				hypothetical protein
FDGAGDLB_01825	CDS	1512				hypothetical protein
FDGAGDLB_01826	CDS	432	nudG_2	3.6.1.65	COG0494	CTP pyrophosphohydrolase
FDGAGDLB_01827	CDS	765	cinA		COG1058	CinA-like protein
FDGAGDLB_01828	CDS	342				hypothetical protein
FDGAGDLB_01829	CDS	252				hypothetical protein
FDGAGDLB_01830	CDS	687		1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
FDGAGDLB_01831	CDS	1437				hypothetical protein
FDGAGDLB_01832	tRNA	88				tRNA-Leu(taa)
FDGAGDLB_01833	CDS	369				hypothetical protein
FDGAGDLB_01834	CDS	387				hypothetical protein
FDGAGDLB_01835	CDS	276				hypothetical protein
FDGAGDLB_01836	CDS	537				hypothetical protein
FDGAGDLB_01837	CDS	837	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
FDGAGDLB_01838	CDS	1431	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
FDGAGDLB_01839	CDS	4566	gltB	1.4.1.13		Glutamate synthase [NADPH] large chain
FDGAGDLB_01840	CDS	231				hypothetical protein
FDGAGDLB_01841	CDS	225				hypothetical protein
FDGAGDLB_01842	CDS	2337	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
FDGAGDLB_01843	CDS	1914				hypothetical protein
FDGAGDLB_01844	CDS	306				hypothetical protein
FDGAGDLB_01845	CDS	1215				hypothetical protein
FDGAGDLB_01846	CDS	360	dksA_2			RNA polymerase-binding transcription factor DksA
FDGAGDLB_01847	CDS	735				hypothetical protein
FDGAGDLB_01848	CDS	666	nreC		COG2197	Oxygen regulatory protein NreC
FDGAGDLB_01849	CDS	1404				hypothetical protein
FDGAGDLB_01850	CDS	228				hypothetical protein
FDGAGDLB_01851	CDS	3468	pycA	6.4.1.1		Pyruvate carboxylase
FDGAGDLB_01852	CDS	1494		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
FDGAGDLB_01853	CDS	1251				hypothetical protein
FDGAGDLB_01854	CDS	1320	lutA			Lactate utilization protein A
FDGAGDLB_01855	CDS	300				hypothetical protein
FDGAGDLB_01856	CDS	1032	sphX_2		COG0226	Protein SphX
FDGAGDLB_01857	CDS	1380				hypothetical protein
FDGAGDLB_01858	CDS	1350				hypothetical protein
FDGAGDLB_01859	CDS	804	pstB	7.3.2.1		Phosphate import ATP-binding protein PstB
FDGAGDLB_01860	CDS	723	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
FDGAGDLB_01861	CDS	699	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
FDGAGDLB_01862	CDS	1566	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
FDGAGDLB_01863	CDS	963	yrbG_2		COG0530	Inner membrane protein YrbG
FDGAGDLB_01864	CDS	771	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FDGAGDLB_01865	CDS	486				hypothetical protein
FDGAGDLB_01866	CDS	1938	uvrC		COG0322	UvrABC system protein C
FDGAGDLB_01867	CDS	309	parE1		COG3668	Toxin ParE1
FDGAGDLB_01868	CDS	234	parD4		COG3609	Antitoxin ParD4
FDGAGDLB_01869	CDS	552	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
FDGAGDLB_01870	CDS	456	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
FDGAGDLB_01871	CDS	288				hypothetical protein
FDGAGDLB_01872	CDS	846				hypothetical protein
